,Unnamed: 0,CMPLNT_NUM,CMPLNT_FR_DT,OFNS_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,STATION_NAME
6623,3494835,669543688,12/23/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,988650.0,214286.0,40.754849215000036,-73.98411999099994,"(40.754849215000036, -73.98411999099994)",42 STREET
6625,3494837,833687480,12/21/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,986739.0,202922.0,40.72365859400003,-73.99102179999993,"(40.72365859400003, -73.99102179999993)",2 AVENUE
6628,3494840,346781477,12/26/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,1009886.0,250359.0,40.85382356700006,-73.90733259799998,"(40.85382356700006, -73.90733259799998)",BURNSIDE AVENUE
6644,3494856,361235498,12/24/2019,ROBBERY,COMPLETED,FELONY,MANHATTAN,986061.0,213320.0,40.75219869800003,-73.99346504499994,"(40.75219869800003, -73.99346504499994)",34 ST.-PENN STATION
6667,3494879,694220870,12/27/2019,DANGEROUS WEAPONS,COMPLETED,MISDEMEANOR,BROOKLYN,1007685.0,189129.0,40.685769376000046,-73.91550224899999,"(40.685769376000046, -73.91550224899999)",HALSEY STREET
6702,3494914,265602769,12/29/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,983985.0,205857.0,40.73171480100008,-74.00095761299998,"(40.731714801000074, -74.00095761299998)",W. 4 STREET
6705,3494917,340841870,12/25/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,993569.0,217891.0,40.76474020200004,-73.96636024699995,"(40.76474020200004, -73.96636024699995)",LEXINGTON AVE.
6744,3494957,498603901,12/24/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,999539.0,239499.0,40.82404000400004,-73.94475961199998,"(40.82404000400004, -73.94475961199998)",145 STREET
6771,3494984,324160184,12/25/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,QUEENS,1007788.0,219633.0,40.769495118000066,-73.91502416999998,"(40.769495118000066, -73.91502416999998)",ROOSEVELT ISLAND
6862,3495075,669378406,12/28/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,982501.0,199466.0,40.714172880000035,-74.00631047399997,"(40.714172880000035, -74.00631047399997)",CHAMBERS ST.-WORLD TRADE CENTE
6874,3495087,960524133,12/26/2019,GRAND LARCENY,COMPLETED,FELONY,BRONX,1017978.0,262492.0,40.88709771300007,-73.87802064599998,"(40.88709771300007, -73.87802064599998)",WOODLAWN
6901,3495114,881838518,12/29/2019,ROBBERY,COMPLETED,FELONY,MANHATTAN,982103.0,198029.0,40.71022856800005,-74.00774568899999,"(40.71022856800005, -74.00774568899999)",FULTON STREET
7085,3495304,206338774,12/27/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,984843.0,209263.0,40.74106341600003,-73.99786150299997,"(40.74106341600003, -73.99786150299997)",18 STREET
7107,3495327,207089201,12/26/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,987772.0,191476.0,40.69224167400005,-73.987300996,"(40.69224167400005, -73.987300996)",JAY STREET-BOROUGH HALL
7179,3495399,689517583,12/23/2019,FORGERY,COMPLETED,FELONY,BRONX,1005028.0,234516.0,40.810351863000044,-73.92494232599995,"(40.810351863000044, -73.92494232599995)",JACKSON AVENUE
7234,3495454,756706059,12/27/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,984843.0,209263.0,40.74106341600003,-73.99786150299997,"(40.74106341600003, -73.99786150299997)",18 STREET
7241,3495461,586110863,12/28/2019,SEX CRIMES,COMPLETED,FELONY,MANHATTAN,985679.0,213954.0,40.75393893800003,-73.99484365499995,"(40.75393893800003, -73.99484365499995)",34 ST.-PENN STATION
7255,3495475,422006984,12/26/2019,GRAND LARCENY,COMPLETED,FELONY,BRONX,1011927.0,251675.0,40.85742943100007,-73.89994937499995,"(40.85742943100007, -73.89994937499995)",182-183 STREETS
7400,3495621,193663550,12/25/2019,FELONY ASSAULT,COMPLETED,FELONY,MANHATTAN,999342.0,233575.0,40.807780622000045,-73.94548472699995,"(40.807780622000045, -73.94548472699995)",125 STREET
7437,3495658,372517595,12/26/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,1001575.0,232339.0,40.804384046000045,-73.93742166899995,"(40.804384046000045, -73.93742166899995)",125 STREET
7624,3495854,555775543,12/27/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,987526.0,211899.0,40.74829799100007,-73.98817814399997,"(40.74829799100007, -73.98817814399997)",34 STREET
7640,3495870,886966003,12/21/2019,GRAND LARCENY,COMPLETED,FELONY,QUEENS,1039726.0,195270.0,40.702482133000046,-73.799922252,"(40.702482133000046, -73.799922252)",PARSONS/ARCHER-JAMAICA CENTER
7652,3495882,790107889,12/21/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,1000414.0,230243.0,40.79863330000006,-73.94162037099994,"(40.79863330000006, -73.94162037099994)",116 STREET
7661,3495891,974096743,12/25/2019,FELONY ASSAULT,COMPLETED,FELONY,BRONX,1006032.0,243764.0,40.83573258000007,-73.92128542599994,"(40.83573258000007, -73.92128542599994)",167 STREET
7784,3496015,932295011,12/05/2019,THEFT OF SERVICES,COMPLETED,MISDEMEANOR,MANHATTAN,987526.0,211899.0,40.74829799100007,-73.98817814399997,"(40.74829799100007, -73.98817814399997)",34 STREET
7854,3496085,797217249,12/19/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,990886.0,213048.0,40.751449824000076,-73.97605054499998,"(40.751449824000076, -73.97605054499998)",42 ST.-GRAND CENTRAL
7855,3496086,462149914,12/25/2019,ROBBERY,ATTEMPTED,FELONY,QUEENS,1027498.0,202160.0,40.721461728000065,-73.84397926999998,"(40.721461728000065, -73.84397926999998)",71 AVE.-FOREST HILLS
7906,3496137,958744974,12/21/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,983551.0,208788.0,40.739759650000046,-74.00252386299998,"(40.739759650000046, -74.00252386299998)",14 STREET
7927,3496158,861462105,12/23/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,983985.0,205857.0,40.73171480100008,-74.00095761299998,"(40.731714801000074, -74.00095761299998)",W. 4 STREET
7942,3496173,228989745,12/20/2019,ROBBERY,COMPLETED,FELONY,QUEENS,1029239.0,201142.0,40.718658885000025,-73.83770522999998,"(40.718658885000025, -73.83770522999998)",75 AVENUE
8049,3496283,114898308,12/29/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,982103.0,198029.0,40.71022856800005,-74.00774568899999,"(40.71022856800005, -74.00774568899999)",BROADWAY/NASSAU
8117,3496351,418958931,12/28/2019,ROBBERY,COMPLETED,FELONY,BRONX,1012539.0,253107.0,40.86135789900004,-73.89773096099998,"(40.86135789900004, -73.89773096099998)",FORDHAM ROAD
8124,3496358,370760306,12/22/2019,GRAND LARCENY,COMPLETED,FELONY,QUEENS,1031307.0,216054.0,40.759577798000066,-73.83014069999997,"(40.759577798000066, -73.83014069999997)",MAIN ST.-FLUSHING
8131,3496365,701378808,12/22/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,QUEENS,1031307.0,216054.0,40.759577798000066,-73.83014069999997,"(40.759577798000066, -73.83014069999997)",MAIN ST.-FLUSHING
8167,3496401,941673208,12/28/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,QUEENS,1014333.0,211391.0,40.74685309800003,-73.89143220299998,"(40.74685309800003, -73.89143220299998)",74 ST.-BROADWAY
8271,3496506,410801979,12/30/2019,FORGERY,COMPLETED,FELONY,BRONX,1010257.0,248767.0,40.84945291600008,-73.90599768399994,"(40.84945291600008, -73.90599768399994)",TREMONT AVENUE
8349,3496591,937868130,12/30/2019,ROBBERY,COMPLETED,FELONY,MANHATTAN,988650.0,214286.0,40.754849215000036,-73.98411999099994,"(40.754849215000036, -73.98411999099994)",42 STREET
8394,3496636,584042613,12/25/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,990910.0,222076.0,40.77622934100003,-73.97595497899994,"(40.77622934100003, -73.97595497899994)",72 STREET
8415,3496657,936689760,12/25/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,989472.0,148971.0,40.57557363000007,-73.98120362499998,"(40.57557363000007, -73.98120362499998)",STILLWELL AVENUE-CONEY ISLAND
8472,3496714,759650070,12/20/2019,GRAND LARCENY,ATTEMPTED,FELONY,MANHATTAN,989266.0,217247.0,40.76297607600002,-73.98189437799994,"(40.76297607600002, -73.98189437799994)",7 AVENUE
8514,3496757,560646318,12/27/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,987078.0,215157.0,40.757240531000036,-73.98979363699993,"(40.757240531000036, -73.98979363699993)",42 ST.-PORT AUTHORITY BUS TERM
8580,3496823,903450888,12/22/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,988451.0,217993.0,40.765024079000064,-73.98483594999993,"(40.76502407900006, -73.98483594999993)",59 ST.-COLUMBUS CIRCLE
8645,3496888,182108430,12/24/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,987636.0,212439.0,40.74978011300004,-73.98778087399995,"(40.74978011300004, -73.98778087399995)",34 ST.-HERALD SQ.
8659,3496902,433818283,12/26/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,989174.0,221220.0,40.773880982000044,-73.98222357599997,"(40.773880982000044, -73.98222357599997)",66 ST.-LINCOLN CENTER
8695,3496939,825436157,12/30/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,994821.0,177866.0,40.654879667000046,-73.96190341499994,"(40.654879667000046, -73.96190341499994)",PARKSIDE AVENUE
8944,3497189,665153809,12/28/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,BRONX,1017978.0,262492.0,40.88709771300007,-73.87802064599998,"(40.88709771300007, -73.87802064599998)",WOODLAWN
8952,3497197,737556456,12/28/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,987521.0,201066.0,40.718564066000056,-73.98820145399995,"(40.718564066000056, -73.98820145399996)",ESSEX STREET
8963,3497208,668250090,12/19/2019,MISCELLANEOUS PENAL LAW,COMPLETED,VIOLATION,MANHATTAN,984487.0,214192.0,40.75459230000007,-73.99914601999996,"(40.75459230000007, -73.99914601999996)",WEST 34 STREET/HUDSON YARDS
8965,3497210,792770070,12/27/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,990146.0,188389.0,40.683767303000025,-73.978742975,"(40.683767303000025, -73.978742975)",PACIFIC STREET
9055,3497302,986529908,12/23/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,988650.0,214286.0,40.754849215000036,-73.98411999099994,"(40.754849215000036, -73.98411999099994)",42 STREET
9125,3497373,897398250,12/28/2019,CRIMINAL TRESPASS,COMPLETED,MISDEMEANOR,BRONX,1007839.0,246906.0,40.84435181100008,-73.91474422299996,"(40.84435181100008, -73.91474422299996)",MT. EDEN AVENUE
9178,3497426,542709568,12/29/2019,ROBBERY,COMPLETED,FELONY,MANHATTAN,986588.0,212415.0,40.74971457800007,-73.99156326999997,"(40.74971457800007, -73.99156326999997)",34 ST.-PENN STATION
9282,3497530,454004346,12/27/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,1009886.0,250359.0,40.85382356700006,-73.90733259799998,"(40.85382356700006, -73.90733259799998)",BURNSIDE AVENUE
9325,3497573,358951933,12/27/2019,THEFT OF SERVICES,COMPLETED,MISDEMEANOR,BROOKLYN,1002212.0,193214.0,40.69699455600005,-73.93522525599997,"(40.69699455600005, -73.93522525599997)",MYRTLE AVENUE
9339,3497587,339063879,12/27/2019,ASSAULT 3 & RELATED OFFENSES,ATTEMPTED,MISDEMEANOR,MANHATTAN,987078.0,215157.0,40.757240531000036,-73.98979363699993,"(40.757240531000036, -73.98979363699993)",42 ST.-TIMES SQUARE
9346,3497594,293496216,12/06/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,1000989.0,245670.0,40.84097499400008,-73.93950511099996,"(40.84097499400008, -73.93950511099996)",168 ST.-WASHINGTON HTS.
9455,3497703,875328878,12/25/2019,GRAND LARCENY,COMPLETED,FELONY,QUEENS,1031253.0,179962.0,40.66051428600008,-73.83058757999999,"(40.66051428600008, -73.83058757999999)",HOWARD BEACH-JFK AIRPORT
9482,3497731,679222534,12/31/2019,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,MANHATTAN,988451.0,217993.0,40.765024079000064,-73.98483594999993,"(40.76502407900006, -73.98483594999993)",59 ST.-COLUMBUS CIRCLE
9493,3497742,789005320,12/23/2019,MISCELLANEOUS PENAL LAW,COMPLETED,FELONY,MANHATTAN,987078.0,215157.0,40.757240531000036,-73.98979363699993,"(40.757240531000036, -73.98979363699993)",42 ST.-PORT AUTHORITY BUS TERM
9510,3497759,837944053,12/13/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,1016145.0,259815.0,40.879757004000055,-73.88466262099996,"(40.879757004000055, -73.88466262099996)",MOSHOLU PKWY.
9547,3497796,451634682,12/22/2019,FORGERY,COMPLETED,FELONY,BRONX,1004749.0,240880.0,40.827819901000055,-73.92593075599996,"(40.827819901000055, -73.92593075599996)",161 ST.-YANKEE STADIUM
9644,3497894,360002358,12/27/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,QUEENS,1004224.0,213277.0,40.75205830300007,-73.92790985999993,"(40.75205830300007, -73.92790985999993)",36 STREET
9680,3497930,729188281,12/21/2019,OFFENSES AGAINST THE PERSON,COMPLETED,MISDEMEANOR,BROOKLYN,988089.0,190305.0,40.689027417000034,-73.98615855199995,"(40.689027417000034, -73.98615855199995)",HOYT-SCHERMERHORN
9681,3497931,297468791,12/31/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,1004749.0,240880.0,40.827819901000055,-73.92593075599996,"(40.827819901000055, -73.92593075599996)",161 ST.-YANKEE STADIUM
9686,3497936,668034903,12/30/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,998767.0,169858.0,40.632893841000055,-73.94769920999995,"(40.632893841000055, -73.94769920999995)",FLATBUSH AVE.-BROOKLYN COLLEGE
9710,3497960,417223630,12/29/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,990886.0,213048.0,40.751449824000076,-73.97605054499998,"(40.751449824000076, -73.97605054499998)",42 ST.-GRAND CENTRAL
9722,3497972,344045039,12/30/2019,DANGEROUS WEAPONS,COMPLETED,MISDEMEANOR,MANHATTAN,984262.0,200870.0,40.71802669700002,-73.99995815799997,"(40.71802669700002, -73.99995815799997)",CANAL STREET
9748,3498006,267913775,12/24/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,1015183.0,181789.0,40.66559971500004,-73.88850054499993,"(40.66559971500004, -73.88850054499993)",VAN SICLEN AVENUE
9953,3498212,370161095,12/27/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,986967.0,199425.0,40.71406010100003,-73.99020064699994,"(40.71406010100003, -73.99020064699994)",EAST BROADWAY
10035,3498294,142939447,12/24/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,986061.0,213320.0,40.75219869800003,-73.99346504499994,"(40.75219869800003, -73.99346504499994)",34 ST.-PENN STATION
10039,3498298,129280540,12/29/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,BRONX,1017542.0,255919.0,40.86905853200005,-73.87963014799993,"(40.86905853200005, -73.87963014799993)",MOSHOLU PKWY.
10071,3498330,232903693,12/28/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,989266.0,217247.0,40.76297607600002,-73.98189437799994,"(40.76297607600002, -73.98189437799994)",7 AVENUE
10095,3498354,163021790,12/23/2019,FORGERY,COMPLETED,FELONY,BROOKLYN,989539.0,190263.0,40.68891138900005,-73.98093008899998,"(40.68891138900005, -73.98093008899998)",NEVINS STREET
10101,3498360,661775984,12/28/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,987078.0,215157.0,40.757240531000036,-73.98979363699993,"(40.757240531000036, -73.98979363699993)",42 ST.-PORT AUTHORITY BUS TERM
10146,3498405,846997328,12/24/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,1011082.0,180980.0,40.66339256800006,-73.90328619099995,"(40.66339256800006, -73.90328619099995)",JUNIUS STREET
10170,3498429,968762471,12/24/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,990757.0,226482.0,40.78832275700007,-73.97650313099997,"(40.78832275700007, -73.97650313099997)",86 STREET
10194,3498453,644537313,12/29/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,987306.0,165270.0,40.62031210900005,-73.98899327899994,"(40.62031210900005, -73.98899327899994)",18 AVENUE
10247,3498507,931586275,12/21/2019,FORGERY,COMPLETED,FELONY,BROOKLYN,1019779.0,185370.0,40.675411501000035,-73.87191497999999,"(40.675411501000035, -73.87191497999999)",EUCLID AVENUE
10287,3498547,226933640,12/23/2019,FORGERY,COMPLETED,FELONY,BRONX,1020219.0,239110.0,40.82291230800007,-73.87004130399998,"(40.82291230800007, -73.87004130399998)",EAST 177 ST.-PARKCHESTER
10325,3498585,318834020,12/08/2019,THEFT OF SERVICES,COMPLETED,MISDEMEANOR,MANHATTAN,987526.0,211899.0,40.74829799100007,-73.98817814399997,"(40.74829799100007, -73.98817814399997)",34 STREET
10339,3498599,530426262,12/30/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,BRONX,1017978.0,262492.0,40.88709771300007,-73.87802064599998,"(40.88709771300007, -73.87802064599998)",WOODLAWN
10401,3498662,751590532,12/27/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,1012957.0,184994.0,40.67440421700008,-73.89651071499998,"(40.67440421700008, -73.89651071499998)",LIBERTY AVENUE
10516,3498781,767595983,12/31/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,1005862.0,190486.0,40.689498668000056,-73.92207105399994,"(40.689498668000056, -73.92207105399994)",GATES AVENUE
10544,3498809,801481591,12/25/2019,ROBBERY,COMPLETED,FELONY,BROOKLYN,1000557.0,187002.0,40.679947248000076,-73.94120869999993,"(40.679947248000076, -73.94120869999993)",KINGSTON-THROOP AVENUES
10667,3498932,956966851,12/27/2019,THEFT OF SERVICES,COMPLETED,MISDEMEANOR,BRONX,1011485.0,237929.0,40.819702045000035,-73.90160301699996,"(40.819702045000035, -73.90160301699996)",PROSPECT AVENUE
10689,3498954,296363910,12/23/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,988451.0,217993.0,40.765024079000064,-73.98483594999993,"(40.76502407900006, -73.98483594999993)",59 ST.-COLUMBUS CIRCLE
10696,3498961,106574621,12/29/2019,ROBBERY,ATTEMPTED,FELONY,MANHATTAN,993063.0,216978.0,40.76223477100008,-73.96818808299997,"(40.762234771000074, -73.96818808299997)",59 STREET
10763,3499028,476108355,12/10/2019,THEFT OF SERVICES,COMPLETED,MISDEMEANOR,MANHATTAN,987526.0,211899.0,40.74829799100007,-73.98817814399997,"(40.74829799100007, -73.98817814399997)",34 STREET
10841,3499107,821765504,12/28/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,991108.0,165493.0,40.62092207200004,-73.97529768999993,"(40.62092207200004, -73.97529768999993)",BAY PARKWAY
10853,3499119,211051197,12/30/2019,FELONY ASSAULT,COMPLETED,FELONY,BROOKLYN,990767.0,148872.0,40.57530103700003,-73.97654206499993,"(40.57530103700003, -73.97654206499993)",WEST 8 STREET-NY AQUARIUM
10878,3499144,375727856,12/20/2019,DANGEROUS WEAPONS,ATTEMPTED,MISDEMEANOR,BROOKLYN,995908.0,183618.0,40.67066627200006,-73.95797590799998,"(40.67066627200006, -73.95797590799998)",FRANKLIN AVENUE
10935,3499201,726070081,12/23/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,996821.0,156065.0,40.59503787700004,-73.95473598599993,"(40.59503787700004, -73.95473598599993)",NECK ROAD
10946,3499212,641638353,12/23/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,976380.0,166180.0,40.62280690000005,-74.02835139899997,"(40.62280690000005, -74.02835139899997)",86 STREET
10994,3499261,357575599,12/26/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,QUEENS,996793.0,210001.0,40.74308016800006,-73.95473646099998,"(40.74308016800006, -73.95473646099998)",40 STREET
11135,3499403,846356513,12/22/2019,FELONY ASSAULT,COMPLETED,FELONY,MANHATTAN,988757.0,216332.0,40.760464910000046,-73.98373241099996,"(40.760464910000046, -73.98373241099996)",49 STREET
11178,3499455,951156107,12/30/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,994496.0,175887.0,40.64944812400006,-73.96307772599994,"(40.64944812400006, -73.96307772599994)",CHURCH AVENUE
11194,3499471,216349081,12/25/2019,ROBBERY,COMPLETED,FELONY,BROOKLYN,1019779.0,185370.0,40.675411501000035,-73.87191497999999,"(40.675411501000035, -73.87191497999999)",EUCLID AVENUE
11229,3499506,654131962,12/28/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,983551.0,208788.0,40.739759650000046,-74.00252386299998,"(40.739759650000046, -74.00252386299998)",14 STREET
11265,3499543,792977221,12/24/2019,THEFT OF SERVICES,COMPLETED,MISDEMEANOR,MANHATTAN,987078.0,215157.0,40.757240531000036,-73.98979363699993,"(40.757240531000036, -73.98979363699993)",42 ST.-PORT AUTHORITY BUS TERM
11274,3499552,389831621,12/29/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,990886.0,213048.0,40.751449824000076,-73.97605054499998,"(40.751449824000076, -73.97605054499998)",42 ST.-GRAND CENTRAL
11395,3499673,294595729,12/31/2019,MISCELLANEOUS PENAL LAW,COMPLETED,FELONY,MANHATTAN,992062.0,228791.0,40.79465928500008,-73.97178778199999,"(40.79465928500008, -73.97178778199999)",96 STREET
11405,3499683,229843977,12/25/2019,FELONY ASSAULT,COMPLETED,FELONY,BROOKLYN,998704.0,195811.0,40.70412913900003,-73.947870547,"(40.70412913900003, -73.947870547)",LORIMER STREET
11436,3499714,698816230,12/30/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,987636.0,212439.0,40.74978011300004,-73.98778087399995,"(40.74978011300004, -73.98778087399995)",34 ST.-HERALD SQ.
11487,3499765,676123764,12/26/2019,ASSAULT 3 & RELATED OFFENSES,ATTEMPTED,MISDEMEANOR,MANHATTAN,990946.0,216319.0,40.76042784200007,-73.97583073299995,"(40.76042784200007, -73.97583073299995)",5 AVENUE
11500,3499778,553101115,12/22/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,BROOKLYN,983964.0,179071.0,40.65819343200008,-74.00103224299994,"(40.65819343200008, -74.00103224299994)",36 STREET
11567,3499847,999181583,12/21/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,988451.0,217993.0,40.765024079000064,-73.98483594999993,"(40.76502407900006, -73.98483594999993)",59 ST.-COLUMBUS CIRCLE
11587,3499867,433332480,12/30/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,986354.0,205451.0,40.730600184000025,-73.99240998699997,"(40.730600184000025, -73.99240998699997)",8 ST.-NYU
11605,3499886,940231656,12/10/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BROOKLYN,976380.0,166180.0,40.62280690000005,-74.02835139899997,"(40.62280690000005, -74.02835139899997)",86 STREET
11696,3499978,876960537,12/22/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,995369.0,221138.0,40.77365029300007,-73.95985695199995,"(40.77365029300007, -73.95985695199995)",77 STREET
